latitude,longitude,X,Y,Zone Number,Zone Letter,depth,mag,magMod,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
38.828167,-122.8143311,-13671628.8,4697087.773,10,S,2.14,0.56,0.36416,md,9,75,0.005811,0.01,nc,nc73351995,2020-03-09T17:20:03.744Z,"8km NW of The Geysers, CA",earthquake,0.39,1.11,,1,automatic,nc,nc
51.8475,-177.7665,-19788876.26,6772598.328,1,U,2.77,0.4,0.4,ml,3,292,0.04469,0.02,av,av70875754,2020-03-09T18:02:36.430Z,"26km E of Tanaga Volcano, Alaska",earthquake,0.68,1.33,0.26,3,reviewed,av,av
38.795166,-122.8119965,-13671368.91,4692373.186,10,S,3.33,0.79,0.57944,md,14,92,0.009763,0.02,nc,nc73351990,2020-03-09T16:50:02.565Z,"5km WNW of The Geysers, CA",earthquake,0.37,1.02,0.09,3,automatic,nc,nc
36.69816667,-97.678,-10873465.22,4397118.206,14,S,7,2.68,2.68,ml,95,57,0,0.19,ok,ok2020evks,2020-03-15T20:30:23.040Z,"13km SSE of Medford, Oklahoma",earthquake,,0.5,0.23,30,reviewed,ok,ok
17.9465,-66.8668,-7443578.127,2031287.413,19,Q,17,2.32,2.01152,md,4,233,0.0312,0.2,pr,pr2020069014,2020-03-09T15:50:22.471Z,"4km SE of Maria Antonia, Puerto Rico",earthquake,1.75,0.7,0.32,2,reviewed,pr,pr
36.2636,-117.2448,-13051631.43,4336953.209,11,S,0,0.2,0.2,ml,4,273.91,0.471,0.1953,nn,nn00718650,2020-03-10T02:08:29.690Z,"56km NNE of Searles Valley, California",earthquake,,0,0.17,3,reviewed,nn,nn
40.3001667,-124.4296667,-13851447.14,4909658.043,10,T,11.4,1.47,1.21592,md,15,267,0.06762,0.11,nc,nc73351985,2020-03-11T02:16:05.321Z,"13km WSW of Petrolia, CA",earthquake,0.47,0.28,0.133,8,reviewed,nc,nc
38.8334999,-122.8101654,-13671165.08,4697849.846,10,S,2,0.56,0.36416,md,6,121,0.01009,0.01,nc,nc73352015,2020-03-09T16:51:04.570Z,"8km W of Cobb, CA",earthquake,0.56,1.88,,1,automatic,nc,nc
62.2525,-151.4565,-16860060.46,8919264.43,5,V,81.9,1.6,1.6,ml,,,,0.55,ak,ak02036d4cjl,2020-03-09T15:25:49.757Z,"70km W of Talkeetna, Alaska",earthquake,,1.8,,,automatic,ak,ak
34.5993333,-116.2888333,-12945213.71,4109564.571,11,S,4.54,1.15,1.15,ml,19,63,0.1407,0.12,ci,ci38388554,2020-03-12T16:00:08.989Z,"18km SW of Ludlow, CA",earthquake,0.2,0.69,0.057,13,reviewed,ci,ci
63.4642,-150.2067,-16720933.36,9214989.702,5,V,5.9,1.1,1.1,ml,,,,0.42,ak,ak02036d34f4,2020-03-09T15:15:46.452Z,"63km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
36.4688333,-89.5563333,-9969365.42,4365325.36,16,S,9.2,1.72,1.44992,md,19,86,0.06075,0.04,nm,nm60307881,2020-03-12T14:43:04.290Z,"12km NW of Tiptonville, Tennessee",earthquake,0.38,0.6,0.077,11,reviewed,nm,nm
38.1283,-118.3627,-13176075.49,4597566.188,11,S,7.6,0,0,ml,4,289.75,0.166,0.1075,nn,nn00718645,2020-03-10T02:08:27.311Z,"49km SSE of Hawthorne, Nevada",earthquake,,75.4,0,1,reviewed,nn,nn
17.8695,-66.8761,-7444613.398,2022279.386,19,Q,12,2.58,2.25488,md,5,255,0.1056,0.07,pr,pr2020069013,2020-03-09T15:01:18.680Z,"11km SSE of Guanica, Puerto Rico",earthquake,0.86,0.55,0.16,2,reviewed,pr,pr
64.9027,-148.8955,-16574971.24,9582788.809,6,W,15.4,2,2,ml,,,,1.16,ak,ak02036cpsnk,2020-03-09T15:03:03.626Z,"37km NNE of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
34.0525,-117.4256667,-13071765.42,4035853.674,11,S,6.46,1.12,1.12,ml,47,60,0.03242,0.16,ci,ci38388546,2020-03-13T16:11:58.628Z,"3km SW of Bloomington, CA",earthquake,0.18,0.33,0.153,30,reviewed,ci,ci
61.5168,-149.9967,-16697556.26,8745465.877,6,V,33.1,1.4,1.4,ml,,,,0.55,ak,ak02036cnhee,2020-03-09T14:45:28.784Z,"2km WSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
61.4937,-149.9648,-16694005.17,8740075.816,6,V,34.5,1.3,1.3,ml,,,,0.63,ak,ak02036cn0ra,2020-03-09T14:42:06.735Z,"3km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
58.1858333,-155.3405,-17292425.36,8006457.043,5,V,1.6,-0.72,-0.72,ml,6,224,0.02511,0.08,av,av70876389,2020-03-11T00:05:58.380Z,"95km SE of King Salmon, Alaska",earthquake,0.67,0.71,0.165,6,reviewed,av,av
39.5762,-120.4237,-13405504.96,4804546.591,10,S,5.1,0.7,0.7,ml,7,209.19,0.168,0.0902,nn,nn00718644,2020-03-10T02:08:25.922Z,"26km S of Portola, California",earthquake,,4.1,0.45,4,reviewed,nn,nn
33.5943333,-116.8076667,-13002969.98,3974460.103,11,S,5.45,0.53,0.53,ml,18,76,0.03637,0.2,ci,ci38388530,2020-03-09T14:34:26.148Z,"13km WNW of Anza, CA",earthquake,0.47,0.8,0.264,12,automatic,ci,ci
33.5866667,-116.8093333,-13003155.5,3973435.578,11,S,4.04,1.06,1.06,ml,51,30,0.0384,0.21,ci,ci38388522,2020-03-09T14:33:31.498Z,"13km WNW of Anza, CA",earthquake,0.22,0.43,0.191,25,automatic,ci,ci
37.4245,-118.6731667,-13210636.49,4498442.949,11,S,14.44,1.12,0.88832,md,19,135,0.1128,0.03,nc,nc73351975,2020-03-11T02:04:04.073Z,"7km W of Round Valley, CA",earthquake,0.4,1.28,0.174,18,reviewed,nc,nc
38.8098333,-122.8141667,-13671610.5,4694468.315,10,S,2.83,0.27,0.09272,md,19,55,0.01177,0.02,nc,nc73351970,2020-03-12T07:51:05.446Z,"6km NW of The Geysers, CA",earthquake,0.28,0.55,0.033,2,reviewed,nc,nc
38.1688,-118.4007,-13180305.63,4603299.112,11,S,12.8,0.6,0.6,ml,5,158.32,0.116,0.1255,nn,nn00718643,2020-03-10T02:08:23.048Z,"44km SSE of Hawthorne, Nevada",earthquake,,11.7,0,1,reviewed,nn,nn
69.5653,-144.2266,-16055231.67,10928684.18,6,W,5,1.4,1.4,ml,,,,0.7,ak,ak02036cjtoo,2020-03-09T16:19:43.926Z,"67km SSW of Kaktovik, Alaska",earthquake,,0,,,reviewed,ak,ak
38.8336667,-122.8166667,-13671888.8,4697873.683,10,S,1.76,0.28,0.10208,md,15,57,0.01148,0.02,nc,nc73351965,2020-03-12T01:15:05.109Z,"8km NW of The Geysers, CA",earthquake,0.24,0.55,,1,reviewed,nc,nc
17.9061,-66.8866,-7445782.253,2026560.635,19,Q,15,2.36,2.04896,md,5,246,0.0694,0.13,pr,pr2020069012,2020-03-09T14:43:02.345Z,"7km SSE of Guanica, Puerto Rico",earthquake,1.29,0.66,0.16,3,reviewed,pr,pr
40.3903333,-125.0833333,-13924212.97,4922827.638,10,T,-0.2,3.28,3.28,ml,51,265,0.5753,0.29,nc,nc73351960,2020-03-15T19:15:41.040Z,"68km W of Petrolia, CA",earthquake,1.26,2.03,0.137,6,reviewed,nc,nc
33.4911667,-116.7868333,-13000650.81,3960681.077,11,S,6.22,0.35,0.35,ml,25,61,0.08481,0.1,ci,ci38388482,2020-03-09T20:41:23.410Z,"9km NE of Aguanga, CA",earthquake,0.15,0.5,0.165,6,reviewed,ci,ci
17.9501,-66.9628,-7454264.798,2031708.663,19,Q,6,2.23,1.92728,md,5,220,0.0873,0.03,pr,pr2020069011,2020-03-09T14:00:31.259Z,"6km WSW of Guanica, Puerto Rico",earthquake,1.73,0.58,0.27,2,reviewed,pr,pr
61.4894,-149.815,-16677329.51,8739072.914,6,V,47,1.4,1.4,ml,,,,0.33,ak,ak02036c08yk,2020-03-09T13:34:02.969Z,"8km ESE of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
62.0631,-144.8767,-16127600.47,8874120.376,6,V,59.4,1.7,1.7,ml,,,,0.82,ak,ak02036byb8q,2020-03-09T13:25:50.962Z,"35km E of Glennallen, Alaska",earthquake,,0.5,,,automatic,ak,ak
36.605,-121.2143333,-13493517.86,4384190.969,10,S,6.24,2.54,2.21744,md,54,80,0.04058,0.1,nc,nc73351955,2020-03-12T03:49:02.722Z,"10km NW of Pinnacles, CA",earthquake,0.18,0.34,0.233,39,reviewed,nc,nc
38.7734985,-122.7194977,-13661071.99,4689278.913,10,S,2.1,0.66,0.45776,md,8,92,0.01261,0.01,nc,nc73351950,2020-03-09T15:25:03.041Z,"2km W of Anderson Springs, CA",earthquake,0.43,0.79,0.07,2,automatic,nc,nc
18.8486667,-155.2375,-17280959.45,2137126.948,5,Q,10.59,2.64,2.64,ml,52,268,0.3718,0.12,hv,hv71418657,2020-03-15T18:37:07.040Z,"49km SE of Pahala, Hawaii",earthquake,0.98,0.64,0.207,20,reviewed,hv,hv
35.8945,-117.6991667,-13102211.3,4286114.428,11,S,6.26,0.99,0.99,ml,13,71,0.06639,0.12,ci,ci38388466,2020-03-09T12:51:29.811Z,"19km ESE of Little Lake, CA",earthquake,0.27,0.9,0.102,12,automatic,ci,ci
35.865,-117.7055,-13102916.32,4282061.445,11,S,5.83,0.47,0.47,ml,7,102,0.07416,0.13,ci,ci38388458,2020-03-09T12:50:48.604Z,"20km ESE of Little Lake, CA",earthquake,0.38,1.67,0.048,4,automatic,ci,ci
61.4792,-149.9136,-16688305.61,8736694.489,6,V,27.6,1.7,1.7,ml,,,,0.65,ak,ak02036bi4we,2020-03-09T12:50:33.832Z,"5km SSE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
19.2198334,-155.3891602,-17297842.19,2180834.911,5,Q,32.04,2.24,1.93664,md,57,154,0.01926,0.13,hv,hv71418617,2020-03-09T12:45:26.430Z,"9km E of Pahala, Hawaii",earthquake,0.46,0.71,0.16,41,automatic,hv,hv
35.6543333,-117.4371667,-13073045.6,4253161.817,11,S,11.16,0.66,0.66,ml,8,174,0.142,0.15,ci,ci38388450,2020-03-09T12:43:55.547Z,"13km SSW of Searles Valley, CA",earthquake,1.03,1.09,0.108,6,automatic,ci,ci
64.8235,-148.9752,-16583843.4,9562033.459,6,W,9.4,1.4,1.4,ml,,,,0.87,ak,ak02036bg332,2020-03-09T12:40:21.461Z,"28km NNE of North Nenana, Alaska",earthquake,,0.7,,,automatic,ak,ak
17.9451,-67.0063,-7459107.196,2031123.596,19,Q,9,2.41,2.09576,md,5,226,0.1201,0.09,pr,pr2020069010,2020-03-09T13:16:22.324Z,"5km SE of La Parguera, Puerto Rico",earthquake,1.14,2.02,0.37,2,reviewed,pr,pr
61.8088,-149.9129,-16688227.69,8813947.704,6,V,29.4,1.3,1.3,ml,,,,0.74,ak,ak02036bcx3z,2020-03-09T12:27:38.580Z,"9km NE of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
62.9019,-149.7025,-16664806.07,9076236.88,6,V,56.7,1.7,1.7,ml,,,,0.57,ak,ak02036bcbxr,2020-03-09T12:25:27.248Z,"66km SW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
58.2675,-155.0306667,-17257934.87,8023722.116,5,V,3.89,-0.07,-0.07,ml,12,120,0.03361,0.14,av,av70876379,2020-03-10T23:57:53.290Z,"102km NW of Larsen Bay, Alaska",earthquake,0.35,0.52,0.391,11,reviewed,av,av
62.5729,-152.3915,-16964144.18,8996282.748,5,V,0.1,1.7,1.7,ml,,,,0.65,ak,ak02036baxym,2020-03-09T12:25:26.747Z,"121km WNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
46.18483333,-122.3183333,-13616414.58,5810018.526,10,T,9.7,0.3,0.3,ml,17,142,,0.21,uw,uw61586076,2020-03-09T17:21:48.420Z,"32km NNE of Amboy, Washington",earthquake,0.77,1.12,0.131839893,12,reviewed,uw,uw
38.7955,-122.815,-13671703.26,4692420.891,10,S,2.98,1.21,0.97256,md,44,96,0.01176,0.04,nc,nc73351935,2020-03-12T06:32:02.481Z,"6km WNW of The Geysers, CA",earthquake,0.19,0.3,0.173,7,reviewed,nc,nc
44.5731,-70.0079,-7793243.78,5554563.338,19,T,5.52,2.2,2.2,ml,,112,0.247,0.28,us,us60008cey,2020-03-09T22:02:10.394Z,"6km ENE of Chesterville, Maine",earthquake,1.6,1.1,0.115,10,reviewed,us,us
38.7973328,-122.8174973,-13671981.26,4692682.672,10,S,3.96,0.32,0.13952,md,8,91,0.01427,0.01,nc,nc73351925,2020-03-09T12:25:03.194Z,"6km WNW of The Geysers, CA",earthquake,0.49,1.52,0.25,2,automatic,nc,nc
40.4668333,-121.5465,-13530494.49,4934014.942,10,T,2.83,0.54,0.34544,md,9,103,0.02187,0.05,nc,nc73351920,2020-03-10T17:14:03.548Z,"12km ESE of Viola, CA",earthquake,0.36,0.42,0.24,9,reviewed,nc,nc
38.8063316,-122.7363358,-13662946.4,4693968.081,10,S,1.82,0.95,0.7292,md,18,115,0.01913,0.06,nc,nc73351910,2020-03-09T11:49:03.976Z,"2km SSW of Cobb, CA",earthquake,0.37,0.54,0.3,3,automatic,nc,nc
61.3473,-150.6554,-16770882.41,8706008.158,5,V,54,1.1,1.1,ml,,,,0.28,ak,ak02036atof7,2020-03-09T11:36:05.359Z,"42km WNW of Anchorage, Alaska",earthquake,,2.5,,,automatic,ak,ak
38.2055,-118.3767,-13177633.97,4608496.884,11,S,0,-0.2,-0.2,ml,3,281.42,0.111,0.1292,nn,nn00718642,2020-03-10T02:08:21.882Z,"41km SSE of Hawthorne, Nevada",earthquake,,0,0,1,reviewed,nn,nn
58.1783333,-155.3301667,-17291275.06,8004873.465,5,V,2.4,-1,-1,ml,5,234,0.03178,0.09,av,av70876374,2020-03-10T23:53:50.940Z,"96km SE of King Salmon, Alaska",earthquake,0.81,0.58,0.142,5,reviewed,av,av
38.7866669,-122.7638321,-13666007.28,4691159.342,10,S,0.84,0.78,0.57008,md,12,69,0.0143,0.03,nc,nc73351905,2020-03-09T11:36:02.894Z,"1km NNW of The Geysers, CA",earthquake,0.31,0.62,0.11,3,automatic,nc,nc
18.0203,-66.7931,-7435373.881,2039924.761,19,Q,14,2.16,1.86176,md,5,160,0.0972,0.11,pr,pr2020069009,2020-03-09T11:30:21.864Z,"0km NW of Guayanilla, Puerto Rico",earthquake,1.14,1.45,0.24,3,reviewed,pr,pr
61.272,-147.6651,-16438003.74,8688547.659,6,V,10.4,2.2,2.2,ml,,,,0.66,ak,ak02036apzsh,2020-03-09T11:26:53.143Z,"72km WNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
36.0865,-117.8923333,-13123714.51,4312530.176,11,S,1.59,0.73,0.73,ml,9,154,0.04339,0.16,ci,ci38388426,2020-03-09T11:19:07.520Z,"7km NE of Coso Junction, CA",earthquake,0.46,0.41,0.157,7,automatic,ci,ci
65.3339,-145.0608,-16148094.39,9696876.932,6,W,1.1,1.6,1.6,ml,,,,0.93,ak,ak02036apmlv,2020-03-09T11:16:39.180Z,"23km SW of Circle Hot Springs Station, Alaska",earthquake,,0.6,,,automatic,ak,ak
35.8608333,-117.6591667,-13097758.52,4281489.106,11,S,12.6,0.82,0.82,ml,14,99,0.06734,0.13,ci,ci38388418,2020-03-09T13:27:27.054Z,"24km ESE of Little Lake, CA",earthquake,0.34,0.6,0.117,9,reviewed,ci,ci
33.6693333,-116.7121667,-12992338.97,3984487.518,11,S,14.87,0.66,0.66,ml,25,102,0.04176,0.17,ci,ci38388410,2020-03-09T13:28:25.910Z,"8km S of Idyllwild, CA",earthquake,0.33,0.57,0.105,19,reviewed,ci,ci
33.6646667,-116.7165,-12992821.35,3983863.344,11,S,14.42,0.84,0.84,ml,31,57,0.04642,0.12,ci,ci38388402,2020-03-09T13:28:29.370Z,"8km S of Idyllwild, CA",earthquake,0.19,0.39,0.134,27,reviewed,ci,ci
34.0375,-117.2341667,-13050447.74,4033838.472,11,S,0.64,0.67,0.67,ml,16,96,0.1001,0.24,ci,ci38388394,2020-03-09T10:54:18.358Z,"3km ESE of Loma Linda, CA",earthquake,0.44,31.61,0.222,18,automatic,ci,ci
35.689,-117.5061667,-13080726.64,4257912.202,11,S,3.18,0.52,0.52,ml,13,95,0.1084,0.17,ci,ci38388386,2020-03-10T22:05:25.402Z,"13km SW of Searles Valley, CA",earthquake,0.34,1.22,0.141,5,reviewed,ci,ci
64.5366,-149.4363,-16635172.82,9487355.093,6,W,15.7,1.1,1.1,ml,,,,0.16,ak,ak02036a9g6z,2020-03-09T10:42:22.382Z,"16km WSW of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
44.7988333,-111.5451667,-12417151.16,5589907.308,12,T,11.01,0.68,0.68,ml,12,106,0.088,0.13,mb,mb80384544,2020-03-09T14:34:38.930Z,"38km WNW of West Yellowstone, Montana",earthquake,0.92,0.65,0.034,3,reviewed,mb,mb
38.788166,-122.7689972,-13666582.25,4691373.433,10,S,1.57,0.58,0.38288,md,16,82,0.0144,0.03,nc,nc73351880,2020-03-09T12:17:03.148Z,"2km NW of The Geysers, CA",earthquake,0.23,0.43,0.02,3,automatic,nc,nc
40.4125,-125.0501667,-13920520.88,4926067.971,10,T,8.2,2.45,2.1332,md,30,266,0.5475,0.18,nc,nc73351885,2020-03-11T05:27:05.496Z,"66km W of Petrolia, CA",earthquake,0.82,1.31,0.17,28,reviewed,nc,nc
35.8953333,-117.6575,-13097572.99,4286228.936,11,S,9.45,0.71,0.71,ml,7,100,0.05277,0.15,ci,ci38388378,2020-03-09T10:32:13.222Z,"23km ESE of Little Lake, CA",earthquake,0.47,1.1,0.076,5,automatic,ci,ci
52.0591667,-176.1095,-19604419.86,6810830.631,1,U,-1.8,0.19,0.19,ml,4,141,0.02344,0.16,av,av70876369,2020-03-10T23:50:49.060Z,"42km ENE of Adak, Alaska",earthquake,0.34,1.79,0.279,4,reviewed,av,av
35.9633333,-117.7056667,-13102934.88,4295577.263,11,S,6.66,0.86,0.86,ml,13,92,0.04743,0.1,ci,ci38388370,2020-03-09T10:23:25.166Z,"18km E of Little Lake, CA",earthquake,0.24,0.48,0.155,10,automatic,ci,ci
35.9271667,-117.7103333,-13103454.36,4290604.245,11,S,6.66,0.37,0.37,ml,11,84,0.05287,0.05,ci,ci38388362,2020-03-09T13:28:46.171Z,"18km E of Little Lake, CA",earthquake,0.18,0.47,0.133,5,reviewed,ci,ci
38.8036667,-122.766,-13666248.61,4693587.404,10,S,0.32,1.5,1.244,md,44,60,0.005776,0.06,nc,nc73351870,2020-03-12T05:32:02.429Z,"3km NNW of The Geysers, CA",earthquake,0.13,0.23,0.224,8,reviewed,nc,nc
33.5906667,-116.8078333,-13002988.52,3973970.106,11,S,6.26,0.53,0.53,ml,31,66,0.03663,0.17,ci,ci38388354,2020-03-09T13:29:02.714Z,"13km WNW of Anza, CA",earthquake,0.28,0.57,0.102,18,reviewed,ci,ci
40.4668333,-121.544,-13530216.19,4934014.942,10,T,3.14,0.45,0.2612,md,7,123,0.01998,0.03,nc,nc73351865,2020-03-11T01:59:03.750Z,"12km N of Mineral, CA",earthquake,0.48,1.07,0.158,7,reviewed,nc,nc
34.2156667,-117.4096667,-13069984.31,4057797.688,11,S,14.55,0.8,0.8,ml,30,90,0.0366,0.12,ci,ci38388346,2020-03-11T17:57:59.006Z,"1km SW of Devore, CA",earthquake,0.21,0.27,0.239,10,reviewed,ci,ci
35.8561667,-117.6985,-13102137.09,4280848.138,11,S,4.82,0.37,0.37,ml,7,96,0.07188,0.17,ci,ci38388338,2020-03-09T10:00:26.025Z,"21km ESE of Little Lake, CA",earthquake,0.43,0.94,0.06,6,automatic,ci,ci
37.7898333,-121.9336667,-13573593.69,4549778.702,10,S,17.45,0.96,0.73856,md,22,65,0.08075,0.09,nc,nc73351860,2020-03-11T01:46:03.027Z,"4km ENE of San Ramon, CA",earthquake,0.29,0.59,0.115,15,reviewed,nc,nc
34.0466667,-117.2485,-13052043.32,4035069.946,11,S,6.9,0.64,0.64,ml,16,85,0.1173,0.21,ci,ci38388330,2020-03-09T09:55:11.156Z,"1km E of Loma Linda, CA",earthquake,0.55,1.33,0.214,17,automatic,ci,ci
61.4291,-150.3125,-16732710.96,8725023.527,5,V,39.7,1.4,1.4,ml,,,,0.7,ak,ak020369owkz,2020-03-09T09:46:30.973Z,"21km WSW of Big Lake, Alaska",earthquake,,1.6,,,automatic,ak,ak
37.1576,-117.3654,-13065056.56,4461097.021,11,S,7.8,0.3,0.3,ml,9,151.62,0.162,0.1836,nn,nn00718641,2020-03-10T02:08:20.792Z,"60km WNW of Beatty, Nevada",earthquake,,6.1,0.46,4,reviewed,nn,nn
35.6675,-117.4951667,-13079502.13,4254965.81,11,S,9.57,0.74,0.74,ml,11,106,0.08517,0.17,ci,ci38388322,2020-03-09T09:36:01.545Z,"14km SW of Searles Valley, CA",earthquake,0.63,1.34,0.208,5,automatic,ci,ci
52.03,-176.0918333,-19602453.22,6805551.658,1,U,7.31,0.27,0.27,ml,5,134,0.024,0.16,av,av70876364,2020-03-10T23:42:45.820Z,"42km ENE of Adak, Alaska",earthquake,0.8,1.03,0.371,5,reviewed,av,av
38.8198318,-122.7921677,-13669161.58,4695896.784,10,S,1.53,0.66,0.45776,md,9,139,0.01112,0.03,nc,nc73351855,2020-03-09T10:46:03.588Z,"6km NNW of The Geysers, CA",earthquake,0.54,0.83,0.09,2,automatic,nc,nc
44.6548333,-110.9171667,-12347242.52,5567344.751,12,T,10.03,0.77,0.56072,md,11,90,0.03469,0.16,uu,uu60362647,2020-03-09T17:36:07.470Z,"14km E of West Yellowstone, Montana",earthquake,0.43,0.58,0.322,8,reviewed,uu,uu
36.0841667,-117.8366667,-13117517.73,4312208.769,11,S,-0.12,0.67,0.67,ml,7,127,0.03645,0.21,ci,ci38388314,2020-03-09T09:18:33.746Z,"11km ENE of Coso Junction, CA",earthquake,0.66,1.96,0.104,3,automatic,ci,ci
19.3026,-67.4555,-7509111.911,2190594.761,19,Q,45,3.39,3.01304,md,7,304,0.9185,0.2,pr,pr2020069008,2020-03-16T05:55:49.040Z,"73km NNW of Isabela, Puerto Rico",earthquake,2.21,8.69,0.33,5,reviewed,pr,pr
35.8553333,-117.6761667,-13099650.96,4280733.672,11,S,6.08,0.31,0.31,ml,7,84,0.07514,0.03,ci,ci38388306,2020-03-09T13:30:19.323Z,"23km ESE of Little Lake, CA",earthquake,0.22,0.89,0.206,5,reviewed,ci,ci
61.3876,-151.3819,-16851756.02,8715370.146,5,V,56.3,1.1,1.1,ml,,,,0.47,ak,ak020369560s,2020-03-09T08:53:30.060Z,"77km N of Nikiski, Alaska",earthquake,,1.3,,,automatic,ak,ak
38.1431,-118.3998,-13180205.45,4599660.813,11,S,13.3,0.3,0.3,ml,4,289.23,0.136,0.0896,nn,nn00718640,2020-03-10T02:08:19.017Z,"46km SSE of Hawthorne, Nevada",earthquake,,13.3,0,1,reviewed,nn,nn
33.0096667,-116.2805,-12944286.05,3896587.126,11,S,4.45,0.82,0.82,ml,18,108,0.05819,0.25,ci,ci38388298,2020-03-09T08:50:00.577Z,"20km SW of Ocotillo Wells, CA",earthquake,0.48,0.8,0.251,12,automatic,ci,ci
31.923,-102.3071,-11388774.28,3753207.419,13,R,5,2.5,2.5,ml,,39,0.284,0.36,us,us60008cd9,2020-03-26T15:43:52.868Z,"10km NNE of Odessa, Texas",earthquake,1.1,1.7,0.105,22,reviewed,us,us
63.4908,-146.6024,-16319704.52,9221620.771,6,V,0,1.7,1.7,ml,,,,0.72,ak,ak0203692k8o,2020-03-09T08:42:47.518Z,"74km SW of Delta Junction, Alaska",earthquake,,0.3,,,automatic,ak,ak
35.864,-117.6865,-13100801.25,4281924.082,11,S,1.89,1.23,1.23,ml,18,80,0.08436,0.18,ci,ci38388290,2020-03-09T08:40:52.525Z,"21km ESE of Little Lake, CA",earthquake,0.23,0.41,0.148,18,automatic,ci,ci
35.7693333,-117.549,-13085494.82,4268928.233,11,S,13.4,1.4,1.4,ml,18,160,0.06083,0.23,ci,ci38388282,2020-03-09T08:40:25.921Z,"13km W of Searles Valley, CA",earthquake,0.6,1.12,0.145,17,automatic,ci,ci
35.7148333,-117.5381667,-13084288.87,4261453.487,11,S,3.86,0.76,0.76,ml,12,156,0.1117,0.16,ci,ci38388274,2020-03-09T08:35:30.490Z,"14km WSW of Searles Valley, CA",earthquake,0.51,1.06,0.097,8,automatic,ci,ci
35.7471667,-117.5698333,-13087813.98,4265887.437,11,S,11.08,0.69,0.69,ml,13,150,0.07203,0.16,ci,ci38388266,2020-03-09T21:39:05.653Z,"15km W of Searles Valley, CA",earthquake,0.36,0.58,0.205,5,reviewed,ci,ci
33.8345,-116.9088333,-13014231.79,4006601.009,11,S,12.67,1.91,1.91,ml,100,24,0.05581,0.17,ci,ci38388258,2020-03-10T18:51:02.950Z,"7km NE of San Jacinto, CA",earthquake,0.11,0.31,0.153,90,reviewed,ci,ci
37.3281,-117.9052,-13125146.83,4484938.905,11,S,7.6,0.4,0.4,ml,3,190.57,0.067,0.1733,nn,nn00718639,2020-03-10T02:08:17.851Z,"38km ENE of Big Pine, California",earthquake,,12.5,0.05,3,reviewed,nn,nn
38.8284988,-122.7633362,-13665952.07,4697135.185,10,S,0.23,0.75,0.542,md,13,137,0.005501,0.03,nc,nc73351845,2020-03-09T08:25:03.696Z,"4km WNW of Cobb, CA",earthquake,0.29,0.53,0.23,3,automatic,nc,nc
37.8069,-116.0775,-12921688.19,4552183.059,11,S,0,0.9,0.9,ml,9,206.6,0.308,0.2035,nn,nn00718638,2020-03-10T02:08:16.709Z,"49km SSE of Warm Springs, Nevada",earthquake,,0,0.38,3,reviewed,nn,nn
37.1809,-114.9503,-12796208.86,4464352,11,S,0,1.1,1.1,ml,14,168.54,0.24,0.2151,nn,nn00718610,2020-03-09T17:29:30.478Z,"27km SE of Alamo, Nevada",earthquake,,0,0.38,9,reviewed,nn,nn
38.1439,-118.362,-13175997.57,4599774.048,11,S,5.5,0.2,0.2,ml,4,284.52,0.156,0.0113,nn,nn00718637,2020-03-10T02:08:07.845Z,"48km SSE of Hawthorne, Nevada",earthquake,,102.9,0,1,reviewed,nn,nn
38.1746,-118.374,-13177333.4,4604120.384,11,S,3.2,-0.2,-0.2,ml,4,192.43,0.129,0.0007,nn,nn00718636,2020-03-10T02:08:06.344Z,"44km SSE of Hawthorne, Nevada",earthquake,,194.1,0,1,reviewed,nn,nn
39.391,-120.4546,-13408944.74,4777834.731,10,S,9.3,0.1,0.1,ml,8,233.83,0.111,0.141,nn,nn00718635,2020-03-10T02:08:04.948Z,"24km WNW of Truckee, California",earthquake,,2.4,0.38,3,reviewed,nn,nn
47.58316667,-122.5946667,-13647175.87,6037786.668,10,T,21.61,0.61,0.61,ml,6,297,,0.08,uw,uw61586041,2020-03-09T14:06:17.220Z,"0km ESE of Enetai, Washington",earthquake,2.21,1.24,0.034204638,2,reviewed,uw,uw
38.14,-118.381,-13178112.64,4599222.039,11,S,10,0.8,0.8,ml,5,196.48,0.148,0.0899,nn,nn00718634,2020-03-10T02:08:00.226Z,"47km SSE of Hawthorne, Nevada",earthquake,,13.8,0.26,2,reviewed,nn,nn
38.1312,-118.3757,-13177522.65,4597976.588,11,S,4.6,1.3,1.3,ml,9,91.54,0.158,0.201,nn,nn00718609,2020-03-09T17:17:10.783Z,"48km SSE of Hawthorne, Nevada",earthquake,,2.7,0.14,4,reviewed,nn,nn
